,TIME,GEO,PRODUCT,Value,Population
0,1990,Belgium,Total petroleum products,18345.6,9967379
1,1990,Belgium,Renewable energies,481.2,9967379
2,1990,Belgium,Gas,8169.0,9967379
3,1990,Belgium,Waste (non-renewable),299.9,9967379
4,1990,Belgium,Nuclear heat,11020.3,9967379
5,1990,Belgium,Solid fuels,10596.8,9967379
6,1990,Bulgaria,Total petroleum products,9094.7,8718289
7,1990,Bulgaria,Renewable energies,333.9,8718289
8,1990,Bulgaria,Gas,5395.7,8718289
9,1990,Bulgaria,Waste (non-renewable),0.0,8718289
10,1990,Bulgaria,Nuclear heat,3782.9,8718289
11,1990,Bulgaria,Solid fuels,8716.6,8718289
12,1990,Czech Republic,Total petroleum products,9038.3,10333355
13,1990,Czech Republic,Renewable energies,1140.7,10333355
14,1990,Czech Republic,Gas,5257.5,10333355
15,1990,Czech Republic,Waste (non-renewable),13.0,10333355
16,1990,Czech Republic,Nuclear heat,3246.3,10333355
17,1990,Czech Republic,Solid fuels,31454.8,10333355
18,1990,Denmark,Total petroleum products,8148.1,5140939
19,1990,Denmark,Renewable energies,1031.6,5140939
20,1990,Denmark,Gas,1855.9,5140939
21,1990,Denmark,Waste (non-renewable),166.6,5140939
22,1990,Denmark,Nuclear heat,0.0,5140939
23,1990,Denmark,Solid fuels,6087.1,5140939
24,1990,Germany,Total petroleum products,126544.2,79433029
25,1990,Germany,Renewable energies,5313.4,79433029
26,1990,Germany,Gas,55374.7,79433029
27,1990,Germany,Waste (non-renewable),999.5,79433029
28,1990,Germany,Nuclear heat,39431.9,79433029
29,1990,Germany,Solid fuels,128547.2,79433029
30,1990,Estonia,Total petroleum products,2992.0,1569174
31,1990,Estonia,Renewable energies,187.9,1569174
32,1990,Estonia,Gas,1222.3,1569174
33,1990,Estonia,Waste (non-renewable),0.0,1569174
34,1990,Estonia,Nuclear heat,0.0,1569174
35,1990,Estonia,Solid fuels,5949.2,1569174
36,1990,Ireland,Total petroleum products,4843.0,3513974
37,1990,Ireland,Renewable energies,167.7,3513974
38,1990,Ireland,Gas,1873.0,3513974
39,1990,Ireland,Waste (non-renewable),0.0,3513974
40,1990,Ireland,Nuclear heat,0.0,3513974
41,1990,Ireland,Solid fuels,3391.6,3513974
42,1990,Greece,Total petroleum products,12949.6,10196792
43,1990,Greece,Renewable energies,1104.7,10196792
44,1990,Greece,Gas,153.0,10196792
45,1990,Greece,Waste (non-renewable),0.0,10196792
46,1990,Greece,Nuclear heat,0.0,10196792
47,1990,Greece,Solid fuels,8065.5,10196792
48,1990,Spain,Total petroleum products,45360.5,38867322
49,1990,Spain,Renewable energies,6202.0,38867322
50,1990,Spain,Gas,5247.4,38867322
51,1990,Spain,Waste (non-renewable),60.9,38867322
52,1990,Spain,Nuclear heat,13998.6,38867322
53,1990,Spain,Solid fuels,19233.5,38867322
54,1990,France,Total petroleum products,88650.5,58512808
55,1990,France,Renewable energies,15224.3,58512808
56,1990,France,Gas,26032.1,58512808
57,1990,France,Waste (non-renewable),573.0,58512808
58,1990,France,Nuclear heat,81018.3,58512808
59,1990,France,Solid fuels,20034.7,58512808
60,1990,Croatia,Total petroleum products,4728.7,4780000
61,1990,Croatia,Renewable energies,1218.0,4780000
62,1990,Croatia,Gas,2194.6,4780000
63,1990,Croatia,Waste (non-renewable),0.0,4780000
64,1990,Croatia,Nuclear heat,0.0,4780000
65,1990,Croatia,Solid fuels,817.3,4780000
66,1990,Italy,Total petroleum products,90069.0,56719240
67,1990,Italy,Renewable energies,6472.4,56719240
68,1990,Italy,Gas,39195.7,56719240
69,1990,Italy,Waste (non-renewable),164.3,56719240
70,1990,Italy,Nuclear heat,0.0,56719240
71,1990,Italy,Solid fuels,14630.2,56719240
72,1990,Cyprus,Total petroleum products,1540.2,766614
73,1990,Cyprus,Renewable energies,6.1,766614
74,1990,Cyprus,Gas,0.0,766614
75,1990,Cyprus,Waste (non-renewable),0.0,766614
76,1990,Cyprus,Nuclear heat,0.0,766614
77,1990,Cyprus,Solid fuels,64.1,766614
78,1990,Latvia,Total petroleum products,3488.5,2663151
79,1990,Latvia,Renewable energies,1045.3,2663151
80,1990,Latvia,Gas,2380.2,2663151
81,1990,Latvia,Waste (non-renewable),0.0,2663151
82,1990,Latvia,Nuclear heat,0.0,2663151
83,1990,Latvia,Solid fuels,710.0,2663151
84,1990,Lithuania,Total petroleum products,6694.4,3697838
85,1990,Lithuania,Renewable energies,320.2,3697838
86,1990,Lithuania,Gas,4677.9,3697838
87,1990,Lithuania,Waste (non-renewable),0.0,3697838
88,1990,Lithuania,Nuclear heat,4459.1,3697838
89,1990,Lithuania,Solid fuels,796.7,3697838
90,1990,Luxembourg,Total petroleum products,1601.9,381850
91,1990,Luxembourg,Renewable energies,18.2,381850
92,1990,Luxembourg,Gas,429.5,381850
93,1990,Luxembourg,Waste (non-renewable),10.6,381850
94,1990,Luxembourg,Nuclear heat,0.0,381850
95,1990,Luxembourg,Solid fuels,1109.4,381850
96,1990,Hungary,Total petroleum products,8444.1,10373988
97,1990,Hungary,Renewable energies,746.0,10373988
98,1990,Hungary,Gas,8913.1,10373988
99,1990,Hungary,Waste (non-renewable),11.8,10373988
100,1990,Hungary,Nuclear heat,3542.0,10373988
101,1990,Hungary,Solid fuels,6231.3,10373988
102,1990,Malta,Total petroleum products,583.9,354170
103,1990,Malta,Renewable energies,0.0,354170
104,1990,Malta,Gas,0.0,354170
105,1990,Malta,Waste (non-renewable),0.0,354170
106,1990,Malta,Nuclear heat,0.0,354170
107,1990,Malta,Solid fuels,0.0,354170
108,1990,Netherlands,Total petroleum products,26372.6,14951510
109,1990,Netherlands,Renewable energies,757.7,14951510
110,1990,Netherlands,Gas,30729.9,14951510
111,1990,Netherlands,Waste (non-renewable),230.1,14951510
112,1990,Netherlands,Nuclear heat,903.4,14951510
113,1990,Netherlands,Solid fuels,8760.5,14951510
114,1990,Austria,Total petroleum products,10484.0,7677850
115,1990,Austria,Renewable energies,5037.8,7677850
116,1990,Austria,Gas,5256.0,7677850
117,1990,Austria,Waste (non-renewable),192.8,7677850
118,1990,Austria,Nuclear heat,0.0,7677850
119,1990,Austria,Solid fuels,4101.4,7677850
120,1990,Poland,Total petroleum products,13259.1,38110782
121,1990,Poland,Renewable energies,1579.7,38110782
122,1990,Poland,Gas,8981.3,38110782
123,1990,Poland,Waste (non-renewable),771.7,38110782
124,1990,Poland,Nuclear heat,0.0,38110782
125,1990,Poland,Solid fuels,78811.7,38110782
126,1990,Portugal,Total petroleum products,12109.5,9983218
127,1990,Portugal,Renewable energies,3277.4,9983218
128,1990,Portugal,Gas,61.7,9983218
129,1990,Portugal,Waste (non-renewable),0.0,9983218
130,1990,Portugal,Nuclear heat,0.0,9983218
131,1990,Portugal,Solid fuels,2757.2,9983218
132,1990,Romania,Total petroleum products,14117.1,23201835
133,1990,Romania,Renewable energies,1582.9,23201835
134,1990,Romania,Gas,28838.5,23201835
135,1990,Romania,Waste (non-renewable),0.0,23201835
136,1990,Romania,Nuclear heat,0.0,23201835
137,1990,Romania,Solid fuels,12730.9,23201835
138,1990,Slovenia,Total petroleum products,1749.2,1998161
139,1990,Slovenia,Renewable energies,520.6,1998161
140,1990,Slovenia,Gas,762.7,1998161
141,1990,Slovenia,Waste (non-renewable),0.0,1998161
142,1990,Slovenia,Nuclear heat,1192.3,1998161
143,1990,Slovenia,Solid fuels,1573.7,1998161
144,1990,Slovakia,Total petroleum products,4974.6,5299187
145,1990,Slovakia,Renewable energies,328.0,5299187
146,1990,Slovakia,Gas,5088.0,5299187
147,1990,Slovakia,Waste (non-renewable),7.7,5299187
148,1990,Slovakia,Nuclear heat,3104.7,5299187
149,1990,Slovakia,Solid fuels,7823.7,5299187
150,1990,Finland,Total petroleum products,9976.4,4986431
151,1990,Finland,Renewable energies,5490.2,4986431
152,1990,Finland,Gas,2186.9,4986431
153,1990,Finland,Waste (non-renewable),7.5,4986431
154,1990,Finland,Nuclear heat,4956.8,4986431
155,1990,Finland,Solid fuels,5310.4,4986431
156,1990,Sweden,Total petroleum products,14670.5,8558835
157,1990,Sweden,Renewable energies,11530.3,8558835
158,1990,Sweden,Gas,615.0,8558835
159,1990,Sweden,Waste (non-renewable),214.8,8558835
160,1990,Sweden,Nuclear heat,17588.6,8558835
161,1990,Sweden,Solid fuels,2972.8,8558835
162,1990,UK,Total petroleum products,81245.5,57247586
163,1990,UK,Renewable energies,1028.9,57247586
164,1990,UK,Gas,47205.7,57247586
165,1990,UK,Waste (non-renewable),57.9,57247586
166,1990,UK,Nuclear heat,16960.2,57247586
167,1990,UK,Solid fuels,63114.2,57247586
168,1990,Iceland,Total petroleum products,702.0,254826
169,1990,Iceland,Renewable energies,1620.0,254826
170,1990,Iceland,Gas,0.0,254826
171,1990,Iceland,Waste (non-renewable),0.0,254826
172,1990,Iceland,Nuclear heat,0.0,254826
173,1990,Iceland,Solid fuels,65.5,254826
174,1990,Norway,Total petroleum products,8501.7,4241473
175,1990,Norway,Renewable energies,11394.1,4241473
176,1990,Norway,Gas,1976.1,4241473
177,1990,Norway,Waste (non-renewable),53.9,4241473
178,1990,Norway,Nuclear heat,0.0,4241473
179,1990,Norway,Solid fuels,862.8,4241473
180,1990,Montenegro,Total petroleum products,0.0,606372
181,1990,Montenegro,Renewable energies,0.0,606372
182,1990,Montenegro,Gas,0.0,606372
183,1990,Montenegro,Waste (non-renewable),0.0,606372
184,1990,Montenegro,Nuclear heat,0.0,606372
185,1990,Montenegro,Solid fuels,0.0,606372
186,1990,Macedonia,Total petroleum products,1056.7,1996228
187,1990,Macedonia,Renewable energies,42.2,1996228
188,1990,Macedonia,Gas,0.0,1996228
189,1990,Macedonia,Waste (non-renewable),0.0,1996228
190,1990,Macedonia,Nuclear heat,0.0,1996228
191,1990,Macedonia,Solid fuels,1325.9,1996228
192,1990,Albania,Total petroleum products,1133.2,3286542
193,1990,Albania,Renewable energies,607.9,3286542
194,1990,Albania,Gas,203.2,3286542
195,1990,Albania,Waste (non-renewable),0.0,3286542
196,1990,Albania,Nuclear heat,0.0,3286542
197,1990,Albania,Solid fuels,629.6,3286542
198,1990,Serbia,Total petroleum products,4994.3,7586000
199,1990,Serbia,Renewable energies,1983.4,7586000
200,1990,Serbia,Gas,2587.8,7586000
201,1990,Serbia,Waste (non-renewable),0.0,7586000
202,1990,Serbia,Nuclear heat,0.0,7586000
203,1990,Serbia,Solid fuels,10171.7,7586000
204,1990,Turkey,Total petroleum products,22980.0,53921699
205,1990,Turkey,Renewable energies,9658.1,53921699
206,1990,Turkey,Gas,2855.4,53921699
207,1990,Turkey,Waste (non-renewable),0.0,53921699
208,1990,Turkey,Nuclear heat,0.0,53921699
209,1990,Turkey,Solid fuels,15570.0,53921699
210,1990,Bosnia and Herzegovina,Total petroleum products,0.0,4463422
211,1990,Bosnia and Herzegovina,Renewable energies,0.0,4463422
212,1990,Bosnia and Herzegovina,Gas,0.0,4463422
213,1990,Bosnia and Herzegovina,Waste (non-renewable),0.0,4463422
214,1990,Bosnia and Herzegovina,Nuclear heat,0.0,4463422
215,1990,Bosnia and Herzegovina,Solid fuels,0.0,4463422
216,1990,Kosovo,Total petroleum products,0.0,1862000
217,1990,Kosovo,Renewable energies,0.0,1862000
218,1990,Kosovo,Gas,0.0,1862000
219,1990,Kosovo,Waste (non-renewable),0.0,1862000
220,1990,Kosovo,Nuclear heat,0.0,1862000
221,1990,Kosovo,Solid fuels,0.0,1862000
222,1990,Moldova,Total petroleum products,0.0,3696000
223,1990,Moldova,Renewable energies,0.0,3696000
224,1990,Moldova,Gas,0.0,3696000
225,1990,Moldova,Waste (non-renewable),0.0,3696000
226,1990,Moldova,Nuclear heat,0.0,3696000
227,1990,Moldova,Solid fuels,0.0,3696000
228,1990,Ukraine,Total petroleum products,62948.2,51892000
229,1990,Ukraine,Renewable energies,1263.7,51892000
230,1990,Ukraine,Gas,91853.9,51892000
231,1990,Ukraine,Waste (non-renewable),0.0,51892000
232,1990,Ukraine,Nuclear heat,19650.6,51892000
233,1990,Ukraine,Solid fuels,82549.7,51892000
234,1990,Georgia,Total petroleum products,0.0,4802000
235,1990,Georgia,Renewable energies,0.0,4802000
236,1990,Georgia,Gas,0.0,4802000
237,1990,Georgia,Waste (non-renewable),0.0,4802000
238,1990,Georgia,Nuclear heat,0.0,4802000
239,1990,Georgia,Solid fuels,0.0,4802000
240,1991,Belgium,Total petroleum products,20138.8,10004486
241,1991,Belgium,Renewable energies,486.8,10004486
242,1991,Belgium,Gas,8734.5,10004486
243,1991,Belgium,Waste (non-renewable),323.3,10004486
244,1991,Belgium,Nuclear heat,11056.1,10004486
245,1991,Belgium,Solid fuels,10063.4,10004486
246,1991,Bulgaria,Total petroleum products,6006.7,8632367
247,1991,Bulgaria,Renewable energies,350.8,8632367
248,1991,Bulgaria,Gas,4617.0,8632367
249,1991,Bulgaria,Waste (non-renewable),0.0,8632367
250,1991,Bulgaria,Nuclear heat,3400.9,8632367
251,1991,Bulgaria,Solid fuels,7697.5,8632367
252,1991,Czech Republic,Total petroleum products,7482.7,10308578
253,1991,Czech Republic,Renewable energies,1144.3,10308578
254,1991,Czech Republic,Gas,5063.6,10308578
255,1991,Czech Republic,Waste (non-renewable),13.6,10308578
256,1991,Czech Republic,Nuclear heat,3129.5,10308578
257,1991,Czech Republic,Solid fuels,28877.5,10308578
258,1991,Denmark,Total petroleum products,8312.0,5154298
259,1991,Denmark,Renewable energies,1125.7,5154298
260,1991,Denmark,Gas,2097.6,5154298
261,1991,Denmark,Waste (non-renewable),180.0,5154298
262,1991,Denmark,Nuclear heat,0.0,5154298
263,1991,Denmark,Solid fuels,8254.8,5154298
264,1991,Germany,Total petroleum products,132273.3,80013896
265,1991,Germany,Renewable energies,5069.5,80013896
266,1991,Germany,Gas,57758.6,80013896
267,1991,Germany,Waste (non-renewable),1032.5,80013896
268,1991,Germany,Nuclear heat,37986.7,80013896
269,1991,Germany,Solid fuels,114697.1,80013896
270,1991,Estonia,Total petroleum products,2720.4,1561314
271,1991,Estonia,Renewable energies,187.0,1561314
272,1991,Estonia,Gas,1227.3,1561314
273,1991,Estonia,Waste (non-renewable),0.0,1561314
274,1991,Estonia,Nuclear heat,0.0,1561314
275,1991,Estonia,Solid fuels,5431.8,1561314
276,1991,Ireland,Total petroleum products,4893.1,3534235
277,1991,Ireland,Renewable energies,167.8,3534235
278,1991,Ireland,Gas,1919.4,3534235
279,1991,Ireland,Waste (non-renewable),0.0,3534235
280,1991,Ireland,Nuclear heat,0.0,3534235
281,1991,Ireland,Solid fuels,3363.8,3534235
282,1991,Greece,Total petroleum products,13366.6,10319927
283,1991,Greece,Renewable energies,1229.7,10319927
284,1991,Greece,Gas,151.3,10319927
285,1991,Greece,Waste (non-renewable),0.0,10319927
286,1991,Greece,Nuclear heat,0.0,10319927
287,1991,Greece,Solid fuels,7768.1,10319927
288,1991,Spain,Total petroleum products,47991.3,38966376
289,1991,Spain,Renewable energies,6113.0,38966376
290,1991,Spain,Gas,5851.1,38966376
291,1991,Spain,Waste (non-renewable),60.9,38966376
292,1991,Spain,Nuclear heat,14336.5,38966376
293,1991,Spain,Solid fuels,20020.4,38966376
294,1991,France,Total petroleum products,91904.4,58559311
295,1991,France,Renewable energies,17144.9,58559311
296,1991,France,Gas,28518.2,58559311
297,1991,France,Waste (non-renewable),626.7,58559311
298,1991,France,Nuclear heat,85470.3,58559311
299,1991,France,Solid fuels,21211.7,58559311
300,1991,Croatia,Total petroleum products,3486.9,4510000
301,1991,Croatia,Renewable energies,1703.5,4510000
302,1991,Croatia,Gas,2032.3,4510000
303,1991,Croatia,Waste (non-renewable),0.0,4510000
304,1991,Croatia,Nuclear heat,0.0,4510000
305,1991,Croatia,Solid fuels,523.1,4510000
306,1991,Italy,Total petroleum products,89249.8,56758521
307,1991,Italy,Renewable energies,7510.6,56758521
308,1991,Italy,Gas,41673.0,56758521
309,1991,Italy,Waste (non-renewable),141.1,56758521
310,1991,Italy,Nuclear heat,0.0,56758521
311,1991,Italy,Solid fuels,13824.3,56758521
312,1991,Cyprus,Total petroleum products,1604.1,783129
313,1991,Cyprus,Renewable energies,5.5,783129
314,1991,Cyprus,Gas,0.0,783129
315,1991,Cyprus,Waste (non-renewable),0.0,783129
316,1991,Cyprus,Nuclear heat,0.0,783129
317,1991,Cyprus,Solid fuels,64.1,783129
318,1991,Latvia,Total petroleum products,3061.1,2650581
319,1991,Latvia,Renewable energies,1051.9,2650581
320,1991,Latvia,Gas,2399.6,2650581
321,1991,Latvia,Waste (non-renewable),0.0,2650581
322,1991,Latvia,Nuclear heat,0.0,2650581
323,1991,Latvia,Solid fuels,621.1,2650581
324,1991,Lithuania,Total petroleum products,7278.8,3704134
325,1991,Lithuania,Renewable energies,313.7,3704134
326,1991,Lithuania,Gas,4842.6,3704134
327,1991,Lithuania,Waste (non-renewable),0.0,3704134
328,1991,Lithuania,Nuclear heat,4437.3,3704134
329,1991,Lithuania,Solid fuels,890.3,3704134
330,1991,Luxembourg,Total petroleum products,1864.0,387000
331,1991,Luxembourg,Renewable energies,19.7,387000
332,1991,Luxembourg,Gas,446.9,387000
333,1991,Luxembourg,Waste (non-renewable),10.8,387000
334,1991,Luxembourg,Nuclear heat,0.0,387000
335,1991,Luxembourg,Solid fuels,1043.9,387000
336,1991,Hungary,Total petroleum products,7706.0,10373400
337,1991,Hungary,Renewable energies,796.5,10373400
338,1991,Hungary,Gas,8838.3,10373400
339,1991,Hungary,Waste (non-renewable),19.3,10373400
340,1991,Hungary,Nuclear heat,3540.7,10373400
341,1991,Hungary,Solid fuels,6047.1,10373400
342,1991,Malta,Total petroleum products,606.6,363845
343,1991,Malta,Renewable energies,0.0,363845
344,1991,Malta,Gas,0.0,363845
345,1991,Malta,Waste (non-renewable),0.0,363845
346,1991,Malta,Nuclear heat,0.0,363845
347,1991,Malta,Solid fuels,0.0,363845
348,1991,Netherlands,Total petroleum products,25947.1,15069798
349,1991,Netherlands,Renewable energies,768.2,15069798
350,1991,Netherlands,Gas,34369.2,15069798
351,1991,Netherlands,Waste (non-renewable),229.8,15069798
352,1991,Netherlands,Nuclear heat,858.7,15069798
353,1991,Netherlands,Solid fuels,8016.7,15069798
354,1991,Austria,Total petroleum products,11245.8,7754891
355,1991,Austria,Renewable energies,5247.7,7754891
356,1991,Austria,Gas,5548.5,7754891
357,1991,Austria,Waste (non-renewable),214.4,7754891
358,1991,Austria,Nuclear heat,0.0,7754891
359,1991,Austria,Solid fuels,4296.6,7754891
360,1991,Poland,Total petroleum products,12994.0,38246193
361,1991,Poland,Renewable energies,1355.5,38246193
362,1991,Poland,Gas,8359.4,38246193
363,1991,Poland,Waste (non-renewable),839.0,38246193
364,1991,Poland,Nuclear heat,0.0,38246193
365,1991,Poland,Solid fuels,77614.2,38246193
366,1991,Portugal,Total petroleum products,11599.3,9960235
367,1991,Portugal,Renewable energies,3283.4,9960235
368,1991,Portugal,Gas,62.1,9960235
369,1991,Portugal,Waste (non-renewable),0.0,9960235
370,1991,Portugal,Nuclear heat,0.0,9960235
371,1991,Portugal,Solid fuels,2905.2,9960235
372,1991,Romania,Total petroleum products,11397.8,23001155
373,1991,Romania,Renewable energies,1969.2,23001155
374,1991,Romania,Gas,23797.6,23001155
375,1991,Romania,Waste (non-renewable),0.0,23001155
376,1991,Romania,Nuclear heat,0.0,23001155
377,1991,Romania,Solid fuels,10240.2,23001155
378,1991,Slovenia,Total petroleum products,1722.4,1999429
379,1991,Slovenia,Renewable energies,577.7,1999429
380,1991,Slovenia,Gas,725.8,1999429
381,1991,Slovenia,Waste (non-renewable),0.0,1999429
382,1991,Slovenia,Nuclear heat,1277.4,1999429
383,1991,Slovenia,Solid fuels,1436.7,1999429
384,1991,Slovakia,Total petroleum products,4401.1,5303294
385,1991,Slovakia,Renewable energies,262.9,5303294
386,1991,Slovakia,Gas,4525.3,5303294
387,1991,Slovakia,Waste (non-renewable),6.1,5303294
388,1991,Slovakia,Nuclear heat,3015.2,5303294
389,1991,Slovakia,Solid fuels,6955.3,5303294
390,1991,Finland,Total petroleum products,10513.6,5013740
391,1991,Finland,Renewable energies,5316.9,5013740
392,1991,Finland,Gas,2310.9,5013740
393,1991,Finland,Waste (non-renewable),7.3,5013740
394,1991,Finland,Nuclear heat,5032.9,5013740
395,1991,Finland,Solid fuels,5501.0,5013740
396,1991,Sweden,Total petroleum products,15160.9,8617375
397,1991,Sweden,Renewable energies,10993.5,8617375
398,1991,Sweden,Gas,662.0,8617375
399,1991,Sweden,Waste (non-renewable),211.9,8617375
400,1991,Sweden,Nuclear heat,19800.8,8617375
401,1991,Sweden,Solid fuels,2716.5,8617375
402,1991,UK,Total petroleum products,82307.2,57424897
403,1991,UK,Renewable energies,1015.3,57424897
404,1991,UK,Gas,50882.0,57424897
405,1991,UK,Waste (non-renewable),58.6,57424897
406,1991,UK,Nuclear heat,18196.8,57424897
407,1991,UK,Solid fuels,63528.0,57424897
408,1991,Iceland,Total petroleum products,616.5,257797
409,1991,Iceland,Renewable energies,1498.5,257797
410,1991,Iceland,Gas,0.0,257797
411,1991,Iceland,Waste (non-renewable),0.0,257797
412,1991,Iceland,Nuclear heat,0.0,257797
413,1991,Iceland,Solid fuels,66.8,257797
414,1991,Norway,Total petroleum products,9160.5,4261732
415,1991,Norway,Renewable energies,10391.0,4261732
416,1991,Norway,Gas,1931.8,4261732
417,1991,Norway,Waste (non-renewable),68.5,4261732
418,1991,Norway,Nuclear heat,0.0,4261732
419,1991,Norway,Solid fuels,784.5,4261732
420,1991,Montenegro,Total petroleum products,0.0,607105
421,1991,Montenegro,Renewable energies,0.0,607105
422,1991,Montenegro,Gas,0.0,607105
423,1991,Montenegro,Waste (non-renewable),0.0,607105
424,1991,Montenegro,Nuclear heat,0.0,607105
425,1991,Montenegro,Solid fuels,0.0,607105
426,1991,Macedonia,Total petroleum products,984.6,1993302
427,1991,Macedonia,Renewable energies,72.9,1993302
428,1991,Macedonia,Gas,0.0,1993302
429,1991,Macedonia,Waste (non-renewable),0.0,1993302
430,1991,Macedonia,Nuclear heat,0.0,1993302
431,1991,Macedonia,Solid fuels,1331.0,1993302
432,1991,Albania,Total petroleum products,753.8,3266790
433,1991,Albania,Renewable energies,665.5,3266790
434,1991,Albania,Gas,118.2,3266790
435,1991,Albania,Waste (non-renewable),0.0,3266790
436,1991,Albania,Nuclear heat,0.0,3266790
437,1991,Albania,Solid fuels,375.0,3266790
438,1991,Serbia,Total petroleum products,3654.2,7595636
439,1991,Serbia,Renewable energies,1993.8,7595636
440,1991,Serbia,Gas,2502.5,7595636
441,1991,Serbia,Waste (non-renewable),0.0,7595636
442,1991,Serbia,Nuclear heat,0.0,7595636
443,1991,Serbia,Solid fuels,8659.8,7595636
444,1991,Turkey,Total petroleum products,22432.1,54840531
445,1991,Turkey,Renewable energies,9637.0,54840531
446,1991,Turkey,Gas,3488.3,54840531
447,1991,Turkey,Waste (non-renewable),0.0,54840531
448,1991,Turkey,Nuclear heat,0.0,54840531
449,1991,Turkey,Solid fuels,16103.0,54840531
450,1991,Bosnia and Herzegovina,Total petroleum products,0.0,4371603
451,1991,Bosnia and Herzegovina,Renewable energies,0.0,4371603
452,1991,Bosnia and Herzegovina,Gas,0.0,4371603
453,1991,Bosnia and Herzegovina,Waste (non-renewable),0.0,4371603
454,1991,Bosnia and Herzegovina,Nuclear heat,0.0,4371603
455,1991,Bosnia and Herzegovina,Solid fuels,0.0,4371603
456,1991,Kosovo,Total petroleum products,0.0,1898000
457,1991,Kosovo,Renewable energies,0.0,1898000
458,1991,Kosovo,Gas,0.0,1898000
459,1991,Kosovo,Waste (non-renewable),0.0,1898000
460,1991,Kosovo,Nuclear heat,0.0,1898000
461,1991,Kosovo,Solid fuels,0.0,1898000
462,1991,Moldova,Total petroleum products,0.0,3704000
463,1991,Moldova,Renewable energies,0.0,3704000
464,1991,Moldova,Gas,0.0,3704000
465,1991,Moldova,Waste (non-renewable),0.0,3704000
466,1991,Moldova,Nuclear heat,0.0,3704000
467,1991,Moldova,Solid fuels,0.0,3704000
468,1991,Ukraine,Total petroleum products,67771.5,52000470
469,1991,Ukraine,Renewable energies,1336.3,52000470
470,1991,Ukraine,Gas,93238.6,52000470
471,1991,Ukraine,Waste (non-renewable),0.0,52000470
472,1991,Ukraine,Nuclear heat,19380.3,52000470
473,1991,Ukraine,Solid fuels,73786.9,52000470
474,1991,Georgia,Total petroleum products,0.0,4835900
475,1991,Georgia,Renewable energies,0.0,4835900
476,1991,Georgia,Gas,0.0,4835900
477,1991,Georgia,Waste (non-renewable),0.0,4835900
478,1991,Georgia,Nuclear heat,0.0,4835900
479,1991,Georgia,Solid fuels,0.0,4835900
480,1992,Belgium,Total petroleum products,20768.3,10045158
481,1992,Belgium,Renewable energies,482.7,10045158
482,1992,Belgium,Gas,9049.7,10045158
483,1992,Belgium,Waste (non-renewable),368.1,10045158
484,1992,Belgium,Nuclear heat,11209.6,10045158
485,1992,Belgium,Solid fuels,9213.7,10045158
486,1992,Bulgaria,Total petroleum products,5476.6,8540164
487,1992,Bulgaria,Renewable energies,340.0,8540164
488,1992,Bulgaria,Gas,4066.6,8540164
489,1992,Bulgaria,Waste (non-renewable),0.0,8540164
490,1992,Bulgaria,Nuclear heat,2979.9,8540164
491,1992,Bulgaria,Solid fuels,7556.2,8540164
492,1992,Czech Republic,Total petroleum products,8029.2,10319123
493,1992,Czech Republic,Renewable energies,1674.1,10319123
494,1992,Czech Republic,Gas,5799.7,10319123
495,1992,Czech Republic,Waste (non-renewable),17.0,10319123
496,1992,Czech Republic,Nuclear heat,3159.9,10319123
497,1992,Czech Republic,Solid fuels,25823.4,10319123
498,1992,Denmark,Total petroleum products,8188.1,5171370
499,1992,Denmark,Renewable energies,1192.3,5171370
500,1992,Denmark,Gas,2199.9,5171370
501,1992,Denmark,Waste (non-renewable),191.3,5171370
502,1992,Denmark,Nuclear heat,0.0,5171370
503,1992,Denmark,Solid fuels,6846.5,5171370
504,1992,Germany,Total petroleum products,134007.7,80624598
505,1992,Germany,Renewable energies,5365.6,80624598
506,1992,Germany,Gas,56876.8,80624598
507,1992,Germany,Waste (non-renewable),1157.5,80624598
508,1992,Germany,Nuclear heat,40979.4,80624598
509,1992,Germany,Solid fuels,104408.4,80624598
510,1992,Estonia,Total petroleum products,1522.7,1533091
511,1992,Estonia,Renewable energies,216.4,1533091
512,1992,Estonia,Gas,717.6,1533091
513,1992,Estonia,Waste (non-renewable),0.0,1533091
514,1992,Estonia,Nuclear heat,0.0,1533091
515,1992,Estonia,Solid fuels,4633.8,1533091
516,1992,Ireland,Total petroleum products,4866.3,3558430
517,1992,Ireland,Renewable energies,162.4,3558430
518,1992,Ireland,Gas,1898.5,3558430
519,1992,Ireland,Waste (non-renewable),0.0,3558430
520,1992,Ireland,Nuclear heat,0.0,3558430
521,1992,Ireland,Solid fuels,3272.0,3558430
522,1992,Greece,Total petroleum products,13619.8,10399061
523,1992,Greece,Renewable energies,1161.6,10399061
524,1992,Greece,Gas,142.2,10399061
525,1992,Greece,Waste (non-renewable),44.2,10399061
526,1992,Greece,Nuclear heat,0.0,10399061
527,1992,Greece,Solid fuels,8173.9,10399061
528,1992,Spain,Total petroleum products,49790.3,39157685
529,1992,Spain,Renewable energies,5087.8,39157685
530,1992,Spain,Gas,6048.1,39157685
531,1992,Spain,Waste (non-renewable),63.7,39157685
532,1992,Spain,Nuclear heat,14389.2,39157685
533,1992,Spain,Solid fuels,20518.1,39157685
534,1992,France,Total petroleum products,88224.7,58851217
535,1992,France,Renewable energies,17811.8,58851217
536,1992,France,Gas,28460.0,58851217
537,1992,France,Waste (non-renewable),627.4,58851217
538,1992,France,Nuclear heat,87303.1,58851217
539,1992,France,Solid fuels,18716.5,58851217
